x,y,shape_factor,area,sum,az,az2
3753600,2888900,0.186593266738041,100.881253070828,9.07594450956544,36.1918609154181,36.1918609154181
3753600,2888800,0.228114919794787,373.227211574328,705.28501602013,121.249447468705,58.7505525312949
3753600,2888700,0.609526500935159,244.648948353934,461.290572805115,88.8692230982687,88.8692230982687
3753600,2888600,0.238996374395667,113.12634344559,0.239017099872991,171.047913234261,8.95208676573858
3753600,2888500,0.100141501274308,519.887255713386,221.942155396455,80.7445078559165,80.7445078559165
3753600,2888400,0.62223282463892,591.784579871198,52.1714996611028,102.441914270331,77.5580857296685
3753700,2889100,0.193845180390581,18375.7060929597,8056.36878106903,71.2151439537477,71.2151439537477
3753700,2889000,0.206165248650289,18432.6840561699,995.75079861483,71.3390233013817,71.3390233013817
3753700,2888900,,,0,,
3753700,2888800,,,0,,
3753700,2888700,,,0,,
3753700,2888600,,,0,,
3753700,2888500,0.34170518907203,78179.4142471852,2299.85073736883,64.2726300598884,64.2726300598884
3753700,2888400,0.34170518907203,78179.4142471852,7389.55140600854,64.2726300598884,64.2726300598884
3753700,2888300,0.34170518907203,78179.4142471852,9801.33260027136,64.2726300598884,64.2726300598884
3753700,2888200,0.304474014373061,17129.4182896963,5816.51664400477,122.192670227598,57.8073297724015
3753700,2888100,0.117537895756804,7871.6940063605,3125.59093146379,112.965212936101,67.0347870638993
3753800,2889300,0.195414827966614,12352.360496725,2506.95774024206,83.8012918616009,83.8012918616009
3753800,2889200,0.193845180390581,18375.7060929597,2359.13424487068,71.2151439537477,71.2151439537477
3753800,2889100,0.268613871821402,16509.5119279893,624.196080116617,72.5902343481919,72.5902343481919
3753800,2889000,0.286358011534473,18480.3391287172,7163.7346525275,72.2364444670419,72.2364444670419
3753800,2888900,0.287198560834656,18807.4476518833,7597.23117126335,72.1538202358153,72.1538202358153
3753800,2888800,0.278326870341729,18105.340643615,1414.18207541851,74.3474341933762,74.3474341933762
3753800,2888700,0.348070412937639,75870.3298071859,465.950408575144,68.2690760238427,68.2690760238427
3753800,2888600,0.399039007236431,57380.6756318055,5495.51931263384,100.27002952909,79.7299704709095
3753800,2888500,0.34170518907203,78179.4142471852,9643.87270866528,64.2726300598884,64.2726300598884
3753800,2888400,0.34170518907203,78179.4142471852,9928.19566807165,64.2726300598884,64.2726300598884
3753800,2888300,0.331785122025469,73147.3297332613,7474.46943439551,62.3556850192825,62.3556850192825
3753800,2888200,0.153637782817956,12796.4962249685,6840.70697487993,32.4522592312035,32.4522592312035
3753800,2888100,0.178906917376111,16908.9735058958,5503.73059599813,47.3644568013407,47.3644568013407
3753900,2889500,0.148159815983412,22428.8391310853,3471.04773971845,63.5035085891946,63.5035085891946
3753900,2889400,0.1481934263817,9079.94834245642,3657.48066348186,74.0365765839252,74.0365765839252
3753900,2889300,0.16966939140607,4439.56465702345,1789.75744775738,91.2884807484953,88.7115192515047
3753900,2889200,,,0,,
3753900,2889100,0.291382295885807,29311.5773478196,24.6659254767023,63.4355772464127,63.4355772464127
3753900,2889000,0.262855618832906,19891.2379732106,3052.46032903063,81.0290911969722,81.0290911969722
3753900,2888900,0.322293825862036,15397.316635422,485.560027993758,73.0113580056152,73.0113580056152
3753900,2888800,0.0389000556166723,233.474046804172,354.439302747807,80.8535634840233,80.8535634840233
3753900,2888700,0.432629921471018,37561.9419405636,3320.47183516086,132.501807555884,47.4981924441162
3753900,2888600,0.489735355834238,24260.6821142394,9885.90473940353,157.533197769864,22.4668022301357
3753900,2888500,0.353471638500472,73910.9508179486,9479.25159569814,71.6602695712716,71.6602695712716
3753900,2888400,0.34103923596973,77217.0245949192,9295.41428270512,64.2563223985968,64.2563223985968
3753900,2888300,0.283186343920862,55931.3801170115,4104.4623487983,55.0967011070144,55.0967011070144
3753900,2888200,0.163589737244298,24635.0296902187,7973.29944608164,34.4419485910568,34.4419485910568
3753900,2888100,0.18872688993327,30242.4738867725,7977.66988044151,36.2029778432058,36.2029778432058
3754000,2889700,0.152857344679737,25481.5054279421,2348.73023912916,63.3650993299181,63.3650993299181
3754000,2889600,0.152857344679737,25481.5054279421,7666.82130533191,63.3650993299181,63.3650993299181
3754000,2889500,0.166838131869078,21186.1819493257,6412.33728636705,62.8487414423361,62.8487414423361
3754000,2889400,0.199361971893367,10242.7775940042,5084.03153057191,24.0157238447435,24.0157238447435
3754000,2889300,0.226026869892155,9645.84567769471,5881.30585604585,155.88109192899,24.1189080710099
3754000,2889200,0.285827361997463,27645.1735585392,3264.03398343498,71.3149855253797,71.3149855253797
3754000,2889100,0.29133220300784,29301.6353730188,8011.61781774846,63.4370626868745,63.4370626868745
3754000,2889000,0.254246577471769,22450.2276041741,6904.73924671653,70.8238190013993,70.8238190013993
3754000,2888900,0.290477029227145,1919.81101269661,977.45973750105,49.1506492691079,49.1506492691079
3754000,2888800,0.347824962975589,2905.57071244565,2370.73828959395,29.9579027092473,29.9579027092473
3754000,2888700,0.20018631185507,122.059466252214,118.37242823685,121.101763631309,58.8982363686908
3754000,2888600,0.468137112001599,20739.6641462049,5381.78386459642,159.962510834819,20.0374891651806
3754000,2888500,0.422871754699355,33419.1510064956,7475.95774174429,117.691769305524,62.3082306944761
3754000,2888400,0.301421337304156,17684.2187695605,7793.5258438982,63.1752940554912,63.1752940554912
3754000,2888300,0.171916078743021,27416.5538156101,5774.97843906728,33.8150333484442,33.8150333484442
3754000,2888200,0.184193676821052,36506.5138996048,7373.63162133229,29.6374960171536,29.6374960171536
3754100,2889900,0.271070118461196,411.794919479277,643.497897912408,98.6676728164443,81.3323271835557
3754100,2889800,0.210432684440594,20402.6038086765,2200.21280359272,64.6284411555965,64.6284411555965
3754100,2889700,0.190815409482861,19805.2150259805,5072.27302512407,67.444355069514,67.444355069514
3754100,2889600,0.245132058212303,8063.81497532277,6428.05240520633,75.0928997008897,75.0928997008897
3754100,2889500,0.252264486166001,5673.58992147754,7225.14733054111,56.4933453199615,56.4933453199615
3754100,2889400,0.210666332052257,9579.44527033303,7878.596603448,26.1512370743037,26.1512370743037
3754100,2889300,0.237785005181974,12167.9372085957,8163.63060753399,135.353822483405,44.6461775165951
3754100,2889200,0.282960297074861,27640.0562983354,9478.88896597433,63.6853208888349,63.6853208888349
3754100,2889100,0.256050822635606,22299.310714601,4798.43582333162,64.4832870620659,64.4832870620659
3754100,2889000,0.227087273699387,14980.974008601,8394.52743167281,72.1628606692772,72.1628606692772
3754100,2888900,0.442793459378065,74281.7646081014,3776.67853235283,160.987040575049,19.0129594249514
3754100,2888800,0.453577036100363,82477.7274007233,4167.0438616493,173.475395520111,6.52460447988943
3754100,2888700,0.454000814344961,82861.9064317524,7287.59145434445,174.16468839508,5.83531160492038
3754100,2888600,0.394550689319825,45492.70165533,5609.91697291468,167.554793871263,12.4452061287369
3754100,2888500,0.444693785720282,5711.85003505105,5842.9018274507,114.299127527909,65.7008724720912
3754100,2888400,0.323674721838402,14306.1420187809,6341.73026146143,61.0679540614838,61.0679540614838
3754100,2888300,0.18375776344205,36311.9651489824,8225.26982865282,30.6358338337016,30.6358338337016
3754200,2890100,0.112218582331457,494.363117996261,315.605995903446,69.8098228494799,69.8098228494799
3754200,2890000,0.202442550548794,36568.0975079501,932.896675928969,156.999553681147,23.0004463188534
3754200,2889900,,,0,,
3754200,2889800,,,0,,
3754200,2889700,0.291719044342523,6238.11006102261,596.961957844517,76.9406802837161,76.9406802837161
3754200,2889600,0.30061769602199,6380.36813793545,3721.38272932573,76.5929892462896,76.5929892462896
3754200,2889500,0.364308261265658,4437.01612748847,3098.90877003864,110.51296232148,69.48703767852
3754200,2889400,0.335294146989069,7148.67990618847,6554.21290105467,97.4459516104557,82.5540483895443
3754200,2889300,0.564460726493201,3482.85936749016,4482.11022340896,92.4230867894507,87.5769132105493
3754200,2889200,0.329395150984227,9931.78013058388,1677.56290372528,74.4720493702364,74.4720493702364
3754200,2889100,0.269115708146012,7513.81743766997,242.290680639238,67.5017325190189,67.5017325190189
3754200,2889000,0.289290602638609,11748.640470892,6580.00746316488,73.7375384124474,73.7375384124474
3754200,2888900,0.429914229729611,76542.0138982897,9523.28253822658,168.122467525303,11.8775324746967
3754200,2888800,0.433369507721355,77924.5441769278,9887.36106044709,168.568973425226,11.4310265747738
3754200,2888700,0.452289335669276,72450.5690401303,7490.2445252849,164.156588373092,15.8434116269083
3754200,2888600,0.514232873816901,10842.1504975821,7782.74301267573,160.507198323709,19.4928016762914
3754200,2888500,0.494376179546269,6660.43822145663,5648.8002489791,150.167411998021,29.8325880019792
3754200,2888400,0.367398861269171,13554.4509867962,7433.37962827068,148.349719803127,31.6502801968728
3754200,2888300,0.239365475902165,28977.3294223741,6864.51642332995,69.6288016131637,69.6288016131637
3754300,2890300,0.199761763265022,1388.46736483743,2809.33516898451,91.230486828919,88.769513171081
3754300,2890200,0.105193268953569,653.28822709347,695.35296533173,45.9071278386806,45.9071278386806
3754300,2890100,0.245954609276555,44975.3021394911,3611.35675885737,178.593036809139,1.40696319086058
3754300,2890000,0.247514366917192,45599.6578237431,8416.81165100148,178.756404669507,1.24359533049338
3754300,2889900,,,0,,
3754300,2889800,0.25802522153097,447.861736280788,417.481315814822,75.9310978465171,75.9310978465171
3754300,2889700,0.283675014930122,1912.8682728446,1163.15749437393,164.482254132741,15.517745867259
3754300,2889600,0.479527494852945,53921.5656188416,1686.77467491077,56.5944859011592,56.5944859011592
3754300,2889500,0.551036892162888,40367.9634743696,4111.04221351011,56.1517719653852,56.1517719653852
3754300,2889400,0.595782843992632,34573.8566754853,1178.48458918209,36.0540134292932,36.0540134292932
3754300,2889300,0.494882545496782,6133.92430057078,6207.35828805074,67.0595474480709,67.0595474480709
3754300,2889200,0.512268993691694,7814.23681651164,1876.09357761778,103.382494506157,76.6175054938433
3754300,2889100,0.601325149221222,25380.6050504823,6804.42105826762,61.6348597315604,61.6348597315604
3754300,2889000,0.601596513526975,25445.1209493712,9816.59539910057,61.3182082486147,61.3182082486147
3754300,2888900,0.346112311029898,53217.4780310277,8737.53421409813,138.691032407293,41.308967592707
3754300,2888800,0.369672446023724,60138.8850118432,7137.51333933534,147.63967824931,32.3603217506904
3754300,2888700,0.454000814344961,82861.9064317524,9752.33337483613,174.16468839508,5.83531160492038
3754300,2888600,0.44902103437286,64036.4092002836,8054.93009528378,161.382539395806,18.6174606041939
3754300,2888500,0.48667572165301,13104.2424169429,6278.88027089234,125.212205890092,54.787794109908
3754300,2888400,0.391932061349922,10564.4928829676,7997.40017863306,146.54842469218,33.4515753078204
3754300,2888300,0.336321765874542,19497.8840933321,6109.45416346029,124.327030109928,55.6729698900719
3754300,2888200,0.25872399225443,30229.6135372396,315.271684908474,33.1224510104556,33.1224510104556
3754400,2890500,0.142994141119825,8930.52799506007,336.76705298456,110.468378827927,69.5316211720727
3754400,2890400,0.133756931162392,1034.17480728155,1307.96870767159,76.6827100440949,76.6827100440949
3754400,2890300,0.185242133526642,1878.24332057621,1200.75984156038,154.150121741072,25.8498782589283
3754400,2890200,0.17910315442143,1915.46157050267,539.822604955679,166.855172112552,13.1448278874481
3754400,2890100,0.247514366917192,45599.6578237431,4909.05044137876,178.756404669507,1.24359533049338
3754400,2890000,0.247514366917192,45599.6578237431,9730.68357891078,178.756404669507,1.24359533049338
3754400,2889900,0.247514366917192,45599.6578237431,47.2681179032098,178.756404669507,1.24359533049338
3754400,2889800,,,0,,
3754400,2889700,0.484460736189311,51129.3070914782,2126.45883896744,66.5174937512522,66.5174937512522
3754400,2889600,0.555943126627674,68697.2161550926,9893.65128444758,30.6724330994229,30.6724330994229
3754400,2889500,0.556674856995331,68877.0502719884,9486.90444310752,30.3055046958175,30.3055046958175
3754400,2889400,0.506157336408755,56138.2889541371,8335.68374036231,35.8641744659123,35.8641744659123
3754400,2889300,0.422533357623297,14616.9613501616,7251.1507776131,60.013590625778,60.013590625778
3754400,2889200,0.485014847272813,14235.7628089191,6555.00426335186,101.077579233681,78.9224207663191
3754400,2889100,0.559213385474618,12853.9082205865,6468.96981552186,112.801699083114,67.1983009168858
3754400,2889000,0.525297607904888,19523.1094286641,6138.68523943308,73.6453332533815,73.6453332533815
3754400,2888900,0.28821140081295,3604.79700485847,3111.9836296963,88.0525811835398,88.0525811835398
3754400,2888800,0.452281779776743,9040.55991012898,2244.36470388053,77.8834955037176,77.8834955037176
3754400,2888700,0.454000814344961,82861.9064317524,7490.35725984895,174.16468839508,5.83531160492038
3754400,2888600,0.374842968752597,70461.4093369459,7275.11808582105,142.727996853171,37.2720031468295
3754400,2888500,0.214997157556171,34063.6222710945,9061.50941688358,70.1610394641274,70.1610394641274
3754400,2888400,0.470238749307976,13956.5320908682,5655.97548622752,127.442728711562,52.5572712884379
3754400,2888300,0.122128057731985,196885.015690384,2349.79952322808,88.9446071290754,88.9446071290754
3754400,2888200,0.337907682180738,5445.64890570434,3938.21140568244,90.450980731958,89.549019268042
3754400,2888100,0.164781685628944,18023.733454765,1585.14988372146,145.937953931746,34.062046068254
3754500,2890800,0.131128752339765,19802.68347515,6506.13289679315,76.971989085749,76.971989085749
3754500,2890700,0.199123079222036,14372.4317580879,3185.90030112387,74.3791620565863,74.3791620565863
3754500,2890600,0.0198010130020871,476.105123204993,225.451675210233,78.5424064812416,78.5424064812416
3754500,2890500,0.196412145733104,226.090186755131,94.7784348709863,166.855395239077,13.1446047609232
3754500,2890400,0.342788104298193,6518.93192723925,12.4195344067233,62.9857907335414,62.9857907335414
3754500,2890300,0.340949502167716,6538.00715152518,1844.79667211026,62.6409499457258,62.6409499457258
3754500,2890200,,,0,,
3754500,2890100,0.247514366917192,45599.6578237431,758.957500369633,178.756404669507,1.24359533049338
3754500,2890000,0.247514366917192,45599.6578237431,9237.29576459566,178.756404669507,1.24359533049341
3754500,2889900,0.247514366917192,45599.6578237432,975.331867276797,178.756404669507,1.24359533049338
3754500,2889800,0.503905747885662,8714.96620826316,1091.12719404918,46.3032897918504,46.3032897918504
3754500,2889700,0.517299973492123,23985.7286012692,5285.59351241216,42.2426197067329,42.2426197067329
3754500,2889600,0.54376098708573,66830.5281951246,6511.11000213127,30.2124842740449,30.2124842740449
